Case_ID,Activity,Timestamp_Start,Timestamp_End,Source,usuario,status
9bb4398d671538fb7c47541f91cc852e,ERRO_API,2026-04-12 09:32:20,,Teste,leticiaoliveira,SUCESSO
014feec7151de2d67351412e852ad737,COMPRA,2026-04-12 12:58:20,,Teste,thalesda-rosa,SUCESSO
4a18a450842e4783a75e90062c85e54c,PAGAMENTO,2026-04-12 17:15:20,,Teste,kpereira,FALHA
4ed16da3b7caf2c70a4ef1fa3d1e04e8,UPLOAD,2026-04-12 19:14:20,,Teste,jbarbosa,SUCESSO
dcd1ce0df424e16362d1699521cc1d2d,ERRO_API,2026-04-12 20:06:20,,Teste,luiz-migueloliveira,PENDENTE
0ee0803e627909f643d67691f9cbdb54,ALTERACAO_DADOS,2026-04-12 23:13:20,,Teste,caiogomes,FALHA
9aec006ecff877bcd32c95548c8790d0,UPLOAD,2026-04-12 23:26:20,,Teste,maria-sophiasilveira,SUCESSO
fa2257d846196a57ba2141e33a646e13,ALTERACAO_DADOS,2026-04-13 02:29:20,,Teste,almeidajoaquim,FALHA
0edcf9a791a6df04d280b4debf0b27f2,RESET_SENHA,2026-04-13 03:03:20,,Teste,barbosathomas,PENDENTE
731546e723f3a468d4ba203a571b90f1,ERRO_API,2026-04-13 07:21:20,,Teste,davi-lucca91,FALHA
3d8d0d4d6a7ea1009816cbb5f37b395f,CADASTRO,2026-04-13 11:47:20,,Teste,agathaoliveira,SUCESSO
b501f4d2f87c897123854147d42d729f,UPLOAD,2026-04-13 12:27:20,,Teste,cardosoluiz-gustavo,PENDENTE
007e96e251992aa7d396bc865d5cc868,ERRO_API,2026-04-13 13:34:20,,Teste,enrico17,FALHA
9cadc4cf31f53079776f8ea2403b96b5,RESET_SENHA,2026-04-13 13:44:20,,Teste,leandro28,PENDENTE
4b53f9744a36282aeb498e611f448555,RESET_SENHA,2026-04-13 16:51:20,,Teste,sophiaazevedo,SUCESSO
83b4622cb6b764e38a98cd9f9a48f492,ALTERACAO_DADOS,2026-04-13 18:21:20,,Teste,da-rochacaua,SUCESSO
8d9364b2ce8242b5f4c4c18331f5384b,COMPRA,2026-04-13 18:37:20,,Teste,ana-laura90,SUCESSO
2478703f6582c62bc7219d8486489f04,COMPRA,2026-04-13 20:14:20,,Teste,salesbruna,PENDENTE
31e9f50ec71e02651c47fa5c867bd0b2,LOGOUT,2026-04-13 22:29:20,,Teste,clarice68,SUCESSO
78864e5ed69b5737a3ab848a7c1dffff,DOWNLOAD,2026-04-14 01:17:20,,Teste,fnunes,PENDENTE
b3c730bd07e8bd882e55f6c992a12c07,LOGOUT,2026-04-14 03:23:20,,Teste,mendesnathan,FALHA
1ca2253d9ecebaa67b70d31901f75fad,COMPRA,2026-04-14 08:44:20,,Teste,beniciopereira,FALHA
4f0df140a0107007ffdd137c1606c842,LOGIN,2026-04-14 09:03:20,,Teste,cardosojoao-gabriel,SUCESSO
5872c545665bc9430a44a163be9cad02,ALTERACAO_DADOS,2026-04-14 10:00:20,,Teste,vicente50,FALHA
8350b4eb1afd5f5e12d1e89609a6718d,LOGIN,2026-04-14 16:53:20,,Teste,carvalhovitor,FALHA
20d65b20734d38825ed9a584c5467ba2,ERRO_API,2026-04-14 18:56:20,,Teste,ceciliamoura,SUCESSO
6ae1a2e29bdecda9c38cad50415268e8,CADASTRO,2026-04-14 22:51:20,,Teste,luiz-otaviomelo,PENDENTE
3bd91ca8d344a975158ed80213edb22b,DOWNLOAD,2026-04-15 00:22:20,,Teste,olivia19,FALHA
7370626c79d8e04fde567f16b34fabc9,DOWNLOAD,2026-04-15 01:59:20,,Teste,aragaofernando,PENDENTE
798d5955869261d9501bdb81cbcdaa2e,PAGAMENTO,2026-04-15 03:02:20,,Teste,joaquimduarte,PENDENTE
21a10e02af6c3fe7626e8ff20a61f2e3,ALTERACAO_DADOS,2026-04-15 03:57:20,,Teste,vitor52,SUCESSO
123f62263a9278b4f2e8e4eca966c737,ERRO_API,2026-04-15 08:26:20,,Teste,fogacaisabella,PENDENTE
d7db32d3452b458b6b99e15e7084537d,ALTERACAO_DADOS,2026-04-15 08:29:20,,Teste,leandromelo,PENDENTE
3db54ad0c7797a84ab7e41f862cb73b9,CADASTRO,2026-04-15 08:37:20,,Teste,maria-ceciliasantos,FALHA
16a6c1c3679d82ea53afcf2b0db42c90,PAGAMENTO,2026-04-15 10:05:20,,Teste,scardoso,FALHA
0237e025638ea035d8ef8bc614f91db1,DOWNLOAD,2026-04-15 12:48:20,,Teste,sarahda-paz,PENDENTE
f37b8b789c138a4674600c7d690495d3,DOWNLOAD,2026-04-15 13:12:20,,Teste,pfogaca,FALHA
b4cfb3bc4216bc962690edf13db7fd1a,ERRO_API,2026-04-15 22:05:20,,Teste,clara21,FALHA
fe7a4e9925063a1f13837e5b99964d32,UPLOAD,2026-04-16 02:43:20,,Teste,yrodrigues,PENDENTE
31c0b4052b8e7058b2671836e32d304b,CADASTRO,2026-04-16 04:36:20,,Teste,noliveira,FALHA
e411af9502a1604d1dd68d224d191c78,LOGOUT,2026-04-16 12:42:20,,Teste,joao46,FALHA
8dfa0b61052a1fa80447ccc92f89b7c9,RESET_SENHA,2026-04-16 13:01:20,,Teste,almeidajoao-lucas,PENDENTE
ea847bd933b38f2cc0b7b87af4296876,DOWNLOAD,2026-04-16 13:15:20,,Teste,da-luznatalia,FALHA
2dff6161eff669dd7c27bb3b78ffb081,UPLOAD,2026-04-16 14:18:20,,Teste,ianrocha,SUCESSO
02a1391c592a2782cb724a2f957e0c51,LOGIN,2026-04-16 17:00:20,,Teste,stephanymelo,FALHA
6fbbc6356a3c8f6362f0c6ec150bf7b8,LOGOUT,2026-04-16 17:46:20,,Teste,maria-fernanda41,SUCESSO
adae884bba7f6379d156dc4bd8165ae1,CADASTRO,2026-04-16 18:45:20,,Teste,da-rochamaria-vitoria,SUCESSO
a8473989260e749263870bf7508bf1db,CADASTRO,2026-04-17 05:25:20,,Teste,pintovitoria,SUCESSO
3201cfa77c80225a9b1b2d99bb88ddcf,ERRO_API,2026-04-17 10:19:20,,Teste,cardosokaique,PENDENTE
c0291903c2185715dbfe6cdbac3eb9aa,PAGAMENTO,2026-04-17 11:48:20,,Teste,joao42,FALHA
0a9c7551ec9d01624e6ceb94fa29a3b4,RESET_SENHA,2026-04-17 13:12:20,,Teste,dfarias,PENDENTE
9b7eb621a5bdcc3ae3764d69742948a9,COMPRA,2026-04-17 14:11:20,,Teste,silveirabernardo,PENDENTE
d27cd91e6c193663db199fec543ac7eb,ERRO_API,2026-04-17 14:40:20,,Teste,mcampos,FALHA
a6afe81701afc2d8f922195c73cb8958,LOGIN,2026-04-17 15:30:20,,Teste,nascimentoluiz-gustavo,FALHA
5e3729261e5070728fc3222859148b4c,DOWNLOAD,2026-04-17 15:46:20,,Teste,costalucas,FALHA
3d67455d2714090a1c70dca82b4d325d,PAGAMENTO,2026-04-17 17:04:20,,Teste,diasmarina,FALHA
f1662a78e3846026fa90b331112dfe43,COMPRA,2026-04-17 18:18:20,,Teste,stella82,PENDENTE
213696c33a17199d8780b2be3fcfb460,PAGAMENTO,2026-04-17 19:34:20,,Teste,ramosemilly,SUCESSO
9ec48493e6aabfd0eab991c442d0752e,UPLOAD,2026-04-17 21:17:20,,Teste,theo77,SUCESSO
957bdcb07e44dd800fba7ac63e0c353d,RESET_SENHA,2026-04-17 23:46:20,,Teste,cauada-costa,PENDENTE
6b4606a59b362ee37ab7657dc2848301,COMPRA,2026-04-18 00:13:20,,Teste,aliciasouza,SUCESSO
3c8fcf0e44510e50354cbaae69f3c245,ALTERACAO_DADOS,2026-04-18 07:20:20,,Teste,levi30,FALHA
e147a478f61d9ca9a3a26a7956af7638,CADASTRO,2026-04-18 11:33:20,,Teste,maitefreitas,FALHA
f3b2c66ba3ca404499ee0472eaa6b4fb,RESET_SENHA,2026-04-18 13:33:20,,Teste,milenacardoso,PENDENTE
e9cfea2cabbc3b20234be4d963774463,PAGAMENTO,2026-04-18 14:15:20,,Teste,qsales,FALHA
cd429a2039f9ce608fe926fa61981479,RESET_SENHA,2026-04-18 14:28:20,,Teste,lucas-gabriel82,SUCESSO
71f0498f004e22e791c3a21720821cb4,LOGIN,2026-04-18 16:15:20,,Teste,osilveira,FALHA
da7d1fd1df4405b962270eac2656fbae,UPLOAD,2026-04-18 17:35:20,,Teste,luigiaraujo,SUCESSO
69f53534e99225485b78d5383ab210a2,RESET_SENHA,2026-04-18 18:37:20,,Teste,sophia58,PENDENTE
485f88f9c9a787ddb36960647886d750,LOGOUT,2026-04-18 19:54:20,,Teste,dpeixoto,SUCESSO
5e22d92c43bfbb2a3bfb6c72258e677c,UPLOAD,2026-04-18 22:22:20,,Teste,vitor-gabriel28,FALHA
fde40ef97d095ce770293c09a5ded21f,LOGOUT,2026-04-19 00:50:20,,Teste,nogueiraantonio,SUCESSO
74e48b4aae33aaf4714985dc1a405706,RESET_SENHA,2026-04-19 06:12:20,,Teste,da-pazcarolina,PENDENTE
9913359993d7b8cc2e79ebc0c78bda8f,LOGOUT,2026-04-19 07:39:20,,Teste,nnovaes,SUCESSO
aa3819acb415c525dcbad098bee0b997,PAGAMENTO,2026-04-19 08:16:20,,Teste,isisda-luz,FALHA
37fab0681c1a1c9109ddca48f3ff9573,RESET_SENHA,2026-04-19 11:37:20,,Teste,luiz-miguelgoncalves,FALHA
08c2c1391dc1e9b0cc8ca3a1f3fa9ad2,CADASTRO,2026-04-19 12:05:20,,Teste,sofia58,PENDENTE
0785754b47f25506548eb6b2d5078592,ALTERACAO_DADOS,2026-04-19 14:01:20,,Teste,da-rosaerick,PENDENTE
2fa77c8f25754208193b5cab62b3b69a,ERRO_API,2026-04-19 15:42:20,,Teste,cpeixoto,SUCESSO
10cdd504af458bd664007b2f73faa6b3,RESET_SENHA,2026-04-19 16:51:20,,Teste,gcarvalho,SUCESSO
c181322faf78125d82110e4950ad7f72,LOGOUT,2026-04-19 20:13:20,,Teste,smonteiro,PENDENTE
d37071e1fcc07eadd8029777e53db073,LOGIN,2026-04-19 21:24:20,,Teste,kaiquecunha,PENDENTE
7452f7fbbdaf4eca3cf3afbc0939930b,COMPRA,2026-04-19 22:52:20,,Teste,mariarocha,PENDENTE
c00e145e4e36a550ec3dd75dd595d355,PAGAMENTO,2026-04-20 00:50:20,,Teste,vitoria38,PENDENTE
35378a5f7f21b8886f3fdfd1b3dc0a65,ERRO_API,2026-04-20 01:15:20,,Teste,vitor-gabriel70,PENDENTE
aa5ccf23581ac65a760bea5d78ef98b2,COMPRA,2026-04-20 05:45:20,,Teste,fernandesyuri,FALHA
6e876589574b3d81f91f6f3b91099b66,PAGAMENTO,2026-04-20 11:20:20,,Teste,leandro99,FALHA
51e99501daf1091c01d7afc99a8fc2f0,LOGOUT,2026-04-20 12:12:20,,Teste,danilo38,FALHA
c8ae1f5662fd37fe31f53e29e7be9069,ALTERACAO_DADOS,2026-04-20 12:40:20,,Teste,lda-conceicao,PENDENTE
4d58dae00e6a5a5ca1b859c9858b7fe3,DOWNLOAD,2026-04-20 14:40:20,,Teste,lcostela,FALHA
ca51e3590373308f7243ca681757efeb,LOGOUT,2026-04-20 16:21:20,,Teste,tda-costa,PENDENTE
7ae6d84a76d8f7ea45bcf9599fb2818f,DOWNLOAD,2026-04-20 18:54:20,,Teste,ana-lauramoreira,SUCESSO
49f8f21bffc09b087fed864cc5f8b249,ALTERACAO_DADOS,2026-04-21 02:00:20,,Teste,marianasouza,FALHA
134ec7238669f3e0d6b047d7cb34107f,LOGOUT,2026-04-21 02:03:20,,Teste,claricefreitas,SUCESSO
4b98b327739b52ccd05efb289f6af87a,CADASTRO,2026-04-21 09:43:20,,Teste,mendesgiovanna,FALHA
f649f1940d237d77fdbddeea947ed401,ALTERACAO_DADOS,2026-04-21 13:48:20,,Teste,juliada-mota,SUCESSO
87b1e4b097f3bff3a427594b051b621a,CADASTRO,2026-04-21 15:03:20,,Teste,joao-miguel71,FALHA
0f69a0319464476a44a531a7501cc5cb,LOGOUT,2026-04-21 17:11:20,,Teste,mouradaniela,SUCESSO
a85885f36f96d25438a371ccd8d75f08,CADASTRO,2026-04-21 19:42:20,,Teste,cavalcantijuliana,FALHA
17c363ce8029faedf1717fbef1264311,LOGOUT,2026-04-21 20:03:20,,Teste,mouraarthur,SUCESSO
808dfa5279f8d928db040981b64ce527,LOGOUT,2026-04-22 00:49:20,,Teste,fporto,SUCESSO
e621c0c8ce5204bd28f44b755625eaff,LOGOUT,2026-04-22 03:40:20,,Teste,yasmin01,FALHA
6afcbd52dc842ed328e902c885df537f,COMPRA,2026-04-22 09:22:20,,Teste,hda-paz,FALHA
ad5af49931eac416cc80ed0ba2439076,UPLOAD,2026-04-22 09:22:20,,Teste,luiz-otaviorodrigues,PENDENTE
061ff6540d2a9e7278536294b1727465,LOGIN,2026-04-22 09:48:20,,Teste,diasaugusto,FALHA
7c37cf393fb7822b4606cab343ff797e,CADASTRO,2026-04-22 11:46:20,,Teste,fogacamaite,PENDENTE
02251339b0aeed801ca77a91687e27c6,ALTERACAO_DADOS,2026-04-22 14:57:20,,Teste,peixotoenzo-gabriel,FALHA
8a7f879fb1ad90d1086a8beed9c62abb,DOWNLOAD,2026-04-22 16:00:20,,Teste,gustavopeixoto,SUCESSO
2ab8d336ce6586ada4d76f517b855b08,RESET_SENHA,2026-04-22 16:36:20,,Teste,luizapereira,SUCESSO
e92afae59018f64ae9eed1162f7ce232,PAGAMENTO,2026-04-22 19:28:20,,Teste,garaujo,FALHA
86963969c50eaa900c4f6dd870037735,UPLOAD,2026-04-22 20:01:20,,Teste,catarinaoliveira,PENDENTE
2cf99103d79c5caa731d9e1f586b4fc6,LOGIN,2026-04-22 21:31:20,,Teste,pietro03,SUCESSO
65d12ff2298e03f956c1eb203d54f8be,DOWNLOAD,2026-04-22 22:08:20,,Teste,cunhamanuela,FALHA
7df587beaeb03dd1a102eab9ee716cfe,ALTERACAO_DADOS,2026-04-22 22:41:20,,Teste,srezende,SUCESSO
cab1c156748012e852323d41300817da,UPLOAD,2026-04-23 00:55:20,,Teste,mendesjoao-felipe,SUCESSO
739588df00a8afbc04714f55f6b01170,LOGOUT,2026-04-23 01:21:20,,Teste,alexiada-luz,SUCESSO
c2148bd4d2a6b5ee40e23bf21096f693,PAGAMENTO,2026-04-23 01:49:20,,Teste,ocavalcanti,FALHA
6f8fc27500ad8910a1d5b6dfe3a5e06f,LOGOUT,2026-04-23 04:36:20,,Teste,yaragao,PENDENTE
62f616cb5d5216426bf72b2b7c9784c8,CADASTRO,2026-04-23 07:28:20,,Teste,pereirabenicio,FALHA
91076de137e8739ca32d8e319d8d0543,CADASTRO,2026-04-23 08:22:20,,Teste,krezende,PENDENTE
ea7d2c65c468d1048a90e41e46b00636,UPLOAD,2026-04-23 11:16:20,,Teste,pedro-miguelnunes,SUCESSO
6ba8063a003598cd65b1a66ae55dc395,ALTERACAO_DADOS,2026-04-23 16:32:20,,Teste,icardoso,FALHA
724d4191b76cd0830e37ff9aaf401b49,ALTERACAO_DADOS,2026-04-23 16:52:20,,Teste,isabellapinto,SUCESSO
6d4992197942e411a910a122ca601bff,LOGIN,2026-04-23 17:18:20,,Teste,mendesnicolas,FALHA
57465ed49b16d797d78889eccdb67e7c,ERRO_API,2026-04-23 22:58:20,,Teste,rvieira,PENDENTE
6cd6bd606aa0256c6d12b9efb754d895,UPLOAD,2026-04-23 23:05:20,,Teste,joao-vitormoreira,PENDENTE
167a925222cf5a34978569a8732317cb,CADASTRO,2026-04-24 00:08:20,,Teste,tcarvalho,SUCESSO
b6efd5c668db1f2755589acbeb9531d0,PAGAMENTO,2026-04-24 00:48:20,,Teste,iancardoso,FALHA
3e85d51c208e6ace014d865fc3872b9d,UPLOAD,2026-04-24 03:42:20,,Teste,guilhermealves,PENDENTE
59591644e8b9ec325b418fd4d4bee773,DOWNLOAD,2026-04-24 08:32:20,,Teste,samuel76,FALHA
ef61c08434cb48e656c41ea60179ab18,LOGIN,2026-04-24 09:10:20,,Teste,isabella97,PENDENTE
0aad579c7719f081fa0f9c135cbe0cc8,UPLOAD,2026-04-24 10:23:20,,Teste,walmeida,PENDENTE
e9f7164368356558a89397eafe8b8fa5,UPLOAD,2026-04-24 10:52:20,,Teste,thomasda-rosa,SUCESSO
c30396dc9001c37b163835642d5fa97b,ALTERACAO_DADOS,2026-04-24 11:36:20,,Teste,marianapinto,PENDENTE
43c284d47e0dc2c55fba5e6b8ad6f2c2,DOWNLOAD,2026-04-24 14:19:20,,Teste,luizada-paz,PENDENTE
51c571fa30936a122b3c5b0473c740d7,LOGOUT,2026-04-24 17:02:20,,Teste,mmendes,FALHA
ad1b2bb3b4bcf8298b6d970c6ec3daf3,LOGIN,2026-04-24 20:33:20,,Teste,fcaldeira,PENDENTE
cc14ca324f5c3104c87a21cba6dba8f2,CADASTRO,2026-04-25 02:07:20,,Teste,ana-vitoria22,FALHA
94e87f69fcd07f8d4cdbe0657cb30c57,ALTERACAO_DADOS,2026-04-25 03:13:20,,Teste,yalmeida,FALHA
56173e9e686052399fca3eaa52e9b1a5,ALTERACAO_DADOS,2026-04-25 03:30:20,,Teste,oliveiracaue,PENDENTE
2529f1a8fb7677dd8654a839a5bea438,ALTERACAO_DADOS,2026-04-25 08:12:20,,Teste,carvalhocaua,FALHA
ee73eeca34f3b6da5f900c21107b6354,RESET_SENHA,2026-04-25 09:04:20,,Teste,duartebruna,PENDENTE
d08a73ff160f36f255ddf83e83977fa4,ERRO_API,2026-04-25 11:46:20,,Teste,silveirakaique,SUCESSO
60ad474e537cce965053dd810fe6767b,RESET_SENHA,2026-04-25 11:55:20,,Teste,da-cunhaleandro,SUCESSO
9f76c20c4d4c65429dc26f0881936ea8,DOWNLOAD,2026-04-25 13:53:20,,Teste,wcostela,PENDENTE
87d3bb354fee67a35081a10c70e45dd0,ALTERACAO_DADOS,2026-04-25 16:43:20,,Teste,kda-cunha,FALHA
4aecf349fc664ccbab3f4cb25c32f669,RESET_SENHA,2026-04-25 17:18:20,,Teste,da-conceicaotheo,SUCESSO
46f5017ca5f5a656229d0010d96a3522,LOGIN,2026-04-25 17:31:20,,Teste,ana-juliapinto,PENDENTE
156c336d5e85d61299fc023bb15f70a2,RESET_SENHA,2026-04-25 20:10:20,,Teste,pintomanuela,PENDENTE
e58c0c940b1a00ecffd11723a41576a4,ERRO_API,2026-04-26 04:25:20,,Teste,sfogaca,PENDENTE
57275a53d11c84d8353c9dfeb36de762,DOWNLOAD,2026-04-26 05:04:20,,Teste,hcavalcanti,SUCESSO
ff8eba062c64d3a114f4105e10e75d28,ERRO_API,2026-04-26 06:04:20,,Teste,isisribeiro,FALHA
41d88fb58980d3d85c7609acde073478,DOWNLOAD,2026-04-26 06:54:20,,Teste,davi40,SUCESSO
5f117da4802bb2fc9745b22e3b376cc5,UPLOAD,2026-04-26 06:59:20,,Teste,maria-alice77,FALHA
2d6035b248c702f1b164ec475103d1ed,UPLOAD,2026-04-26 07:26:20,,Teste,isaacda-conceicao,SUCESSO
e406f27b1170adc98680f27022ddb994,LOGIN,2026-04-26 07:43:20,,Teste,vitor-hugo32,PENDENTE
c64d6c4a2edc141120495a29775bd742,UPLOAD,2026-04-26 08:10:20,,Teste,theobarbosa,SUCESSO
2250657cfa5145df904b08e5b067e3e5,CADASTRO,2026-04-26 08:12:20,,Teste,lucca20,FALHA
77856283c30c1551f01fece630b36af6,ERRO_API,2026-04-26 09:34:20,,Teste,enrico75,FALHA
d749a3cd9cf106d9e0c16403dfc73978,ERRO_API,2026-04-26 11:02:20,,Teste,duartethales,SUCESSO
617a9f7e0c22dd17ffa928af1ffe66ce,COMPRA,2026-04-26 13:26:20,,Teste,mmelo,SUCESSO
4dfdd15123dc903ef79d0cc86285d4a6,ERRO_API,2026-04-26 14:27:20,,Teste,luccamendes,FALHA
d5853e2de6255742051456a3425d6846,RESET_SENHA,2026-04-26 17:05:20,,Teste,stellada-mata,FALHA
c494e63fc93640ce95822e408407f2aa,ALTERACAO_DADOS,2026-04-26 17:11:20,,Teste,efarias,PENDENTE
7455e943007ad7f8901e93eb37169d71,ERRO_API,2026-04-26 17:41:20,,Teste,rochajoao-miguel,PENDENTE
25a0da9a08292709ee746a95aa7accdb,CADASTRO,2026-04-26 17:55:20,,Teste,emanuelly24,FALHA
68fbf854a56530787222c38635ca6485,DOWNLOAD,2026-04-26 20:39:20,,Teste,cardosoamanda,SUCESSO
53903cff37ad516e5cb5e2dfe80c8031,CADASTRO,2026-04-26 21:07:20,,Teste,alvesvitor-gabriel,FALHA
1e9f67dcb8bd25050dd7d6c4ba16e3e1,PAGAMENTO,2026-04-26 21:14:20,,Teste,rlopes,FALHA
b3c9538f22cb3a01e54b3779106aeeed,ALTERACAO_DADOS,2026-04-26 22:48:20,,Teste,stephany50,PENDENTE
77a269b88c56f7b2a3b43d1361b7427c,ALTERACAO_DADOS,2026-04-26 23:44:20,,Teste,joao-guilhermelopes,PENDENTE
23af50929b29271dc64691ae37639889,LOGIN,2026-04-27 04:06:20,,Teste,apereira,FALHA
38db6a819b1549f84c13b416822b8ea9,PAGAMENTO,2026-04-27 04:15:20,,Teste,ana-sophia15,PENDENTE
fa2e7e8c637b54b938adfa0afb787c9f,UPLOAD,2026-04-27 05:19:20,,Teste,joaquimcavalcanti,SUCESSO
986f257571a923bd8a5f6423ef51b0cc,ALTERACAO_DADOS,2026-04-27 05:31:20,,Teste,alanacampos,PENDENTE
e2785cf547c5539f8eb800f71718ec94,LOGIN,2026-04-27 07:42:20,,Teste,liviamoraes,FALHA
79ece4c7da89bd59a8c04b7f16df9a21,UPLOAD,2026-04-27 08:11:20,,Teste,zsouza,SUCESSO
8521772fc13022da5d56e766b2095619,CADASTRO,2026-04-27 09:09:20,,Teste,ferreiragiovanna,PENDENTE
470fc5c9c1140220caedbe2a2078a317,ALTERACAO_DADOS,2026-04-27 10:08:20,,Teste,anapeixoto,SUCESSO
2fcf1575786f1e0d207618f4b773189a,UPLOAD,2026-04-27 11:34:20,,Teste,salessarah,FALHA
ff7ad20d8abafb723cd03ba549b49f3a,LOGIN,2026-04-27 12:10:20,,Teste,fda-cunha,PENDENTE
0b51227cb2ba14eca0d77a5c5a6b8f75,CADASTRO,2026-04-27 12:36:20,,Teste,luiz-gustavo64,PENDENTE
c685f3db8d4c0cf428e789c91536527f,RESET_SENHA,2026-04-27 15:40:20,,Teste,silvabenjamin,SUCESSO
8e7c1be1c2abc06df15f1a3960d2a22f,RESET_SENHA,2026-04-27 19:08:20,,Teste,bfarias,SUCESSO
473fe20d048f73cef928801c032dd05c,LOGOUT,2026-04-27 20:16:20,,Teste,sabrina21,FALHA
771435ad977dc64bae9e6fec61b62b8b,RESET_SENHA,2026-04-27 20:27:20,,Teste,santosemanuelly,FALHA
2eee0b2bec5f18b0212365efdbc7693f,LOGOUT,2026-04-27 23:52:20,,Teste,correiaemilly,FALHA
16b6be606c7b26de1cddff4a39cb3af5,LOGIN,2026-04-28 01:50:20,,Teste,alexia82,PENDENTE
a84843716464d7c62fc4134fbbb3219f,PAGAMENTO,2026-04-28 05:32:20,,Teste,ecorreia,SUCESSO
68089e232a40b014e59fa2183270402f,COMPRA,2026-04-28 07:33:20,,Teste,gmartins,PENDENTE
608d3a32b2ce62cfd87e6c443d85f658,LOGIN,2026-04-28 09:53:20,,Teste,ksilveira,SUCESSO
0bb866e2248e15a31f6856b9c9938853,UPLOAD,2026-04-28 10:09:20,,Teste,monteiroeloah,FALHA
